seed,accuracy_pct,f1_pct,roc_auc
42,68.5,72.48908296943232,0.7549148099606815
123,72.0,75.22123893805309,0.7863695937090432
2024,70.5,72.81105990783409,0.7678193366266761
7,69.0,73.72881355932203,0.7791107974594214
99,73.5,76.23318385650224,0.8147998790200625
